# code;slog;name;alternateName;componentProductType;descriptionLongVerum;descriptionShortVerum;primaryImage;imagemThumbNail;otherImages;supercategories;approvalstatus;catalogversion
2315;ar-condicionado-split-hw-inverter-daikin-r-32-32000-btus-quentefrio-220v-monofasico-ftxm32tvl.html;Ar Condicionado Split Hw Inverter Daikin R-32 32000 Btus Quente/frio 220V Monofasico FTXM32TVL;Ar Condicionado Split Hw Inverter Daikin R-32 32000 Btus Quente/frio 220V Monofasico FTXM32TVL;Cond Horizontal 1 ventilador;A Daikin apresenta a nova geração de condicionador de ar, o Split Hi Wall R-32. Com um funcionamento silencioso, eficiência energética líder e níveis de conforto superiores sem comprometer o estilo clean e minimalista, o Split Hi Wall Inverter Daikin oferece tecnologias e desempenho superiores com maior conforto e menor consumo de energia. Com um design moderno, clean e elegante, foi desenvolvido para garantir a melhor distribuição de ar no ambiente sem criar desconfortos para você e sua família. Com o fluxo de ar coanda, foi pensado para lançar o ar para cima rente ao teto, proporcionando resfriamento rápido e melhor distribuição de ar no espaço. A Daikin utiliza motor Neodymium que é 20% mais eficiente que os demais motores de compressores inverters, o que gera mais potência com menor consumo de energia. Além de pensar na economia, a Daikin desenvolveu equipamentos com funções pensadas no seu conforto e praticidade. Com a função timer você consegue controlar o seu aparelho para que ele desligue sozinho. Já a função turbo foi pensada para proporcionar ainda mais conforto, onde faz com que o seu aparelho chegue na temperatura desejada ainda mais rápido, acelerando o funcionamento de resfriamento do equipamento, tudo isso com apenas um clique, dá pra imaginar?;Na CentralAr.com você  compra o seu ar split Daikin inverter pelo melhor preço do mercado!;https://cdn2.centralar.com.br/centralar/mds/produtos/daikin/inverter/2315/ar-condicionado-split-hw-inverter-daikin-r-32-32000-btus-quentefrio-220v-monofasico-ftxm32tvl_Fot2315_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/daikin/inverter/2315/ar-condicionado-split-hw-inverter-daikin-r-32-32000-btus-quentefrio-220v-monofasico-ftxm32tvl_Fot2315_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/daikin/inverter/2315/ar-condicionado-split-hw-inverter-daikin-r-32-32000-btus-quentefrio-220v-monofasico-ftxm32tvl_Fot2315_2_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/daikin/inverter/2315/ar-condicionado-split-hw-inverter-daikin-r-32-32000-btus-quentefrio-220v-monofasico-ftxm32tvl_Fot2315_3_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/daikin/inverter/2315/ar-condicionado-split-hw-inverter-daikin-r-32-32000-btus-quentefrio-220v-monofasico-ftxm32tvl_Fot2315_4_Full.jpg;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
2317;ar-condicionado-janela-manual-consul-7500-btus-frio-220v-monofasico-ccb07ebbna.html;Ar Condicionado Janela Manual Consul 7500 Btus Frio 220V Monofasico CCB07EBBNA;Ar Condicionado Janela Manual Consul 7500 Btus Frio 220V Monofasico CCB07EBBNA;;O ar condicionado de janela Consul proporciona um ambiente agradável para sua casa com benefícios para deixar o ar limpo e fresco. Suas aletas espirais proporcionam a distribuição de ar por todo o ambiente. O ar fica mais limpo com o filtro de proteção ativa Consul. Silencioso e eficiente, o ar de janela Consul tem selo Procel com classificação energética A.;O ar Condicionado de janela Consul proporciona um ambiente agradável e você encontra ele na CentralAr.com por um preço imbatível.;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2317/ar-condicionado-janela-manual-consul-7500-btus-frio-220v-monofasico-ccb07ebbna_Fot2317_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2317/ar-condicionado-janela-manual-consul-7500-btus-frio-220v-monofasico-ccb07ebbna_Fot2317_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2317/ar-condicionado-janela-manual-consul-7500-btus-frio-220v-monofasico-ccb07ebbna_Fot2317_2_Full.jpg;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
2317;ar-condicionado-janela-manual-consul-7500-btus-frio-220v-monofasico-ccb07ebbna.html;Ar Condicionado Janela Manual Consul 7500 Btus Frio 220V Monofasico CCB07EBBNA;Ar Condicionado Janela Manual Consul 7500 Btus Frio 220V Monofasico CCB07EBBNA;;O ar condicionado de janela Consul proporciona um ambiente agradável para sua casa com benefícios para deixar o ar limpo e fresco. Suas aletas espirais proporcionam a distribuição de ar por todo o ambiente. O ar fica mais limpo com o filtro de proteção ativa Consul. Silencioso e eficiente, o ar de janela Consul tem selo Procel com classificação energética A.;O ar Condicionado de janela Consul proporciona um ambiente agradável e você encontra ele na CentralAr.com por um preço imbatível.;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2317/ar-condicionado-janela-manual-consul-7500-btus-frio-220v-monofasico-ccb07ebbna_Fot2317_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2317/ar-condicionado-janela-manual-consul-7500-btus-frio-220v-monofasico-ccb07ebbna_Fot2317_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2317/ar-condicionado-janela-manual-consul-7500-btus-frio-220v-monofasico-ccb07ebbna_Fot2317_2_Full.jpg;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
2319;ar-condicionado-janela-manual-consul-7500-btus-quentefrio-220v-monofasico-ccs07ebbna.html;Ar Condicionado Janela Manual Consul 7500 Btus Quente/frio 220V Monofasico CCS07EBBNA;Ar Condicionado Janela Manual Consul 7500 Btus Quente/frio 220V Monofasico CCS07EBBNA;;O ar condicionado de janela Consul proporciona um ambiente agradável para sua casa com benefícios para deixar o ar limpo e fresco. Suas aletas espirais proporcionam a distribuição de ar por todo o ambiente. O ar fica mais limpo com o filtro de proteção ativa Consul. Silencioso e eficiente, o ar de janela Consul tem selo Procel com classificação energética A.;O ar Condicionado de janela Consul proporciona um ambiente agradável e você encontra ele na CentralAr.com por um preço imbatível.;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2319/ar-condicionado-janela-manual-consul-7500-btus-quentefrio-220v-monofasico-ccs07ebbna_Fot2319_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2319/ar-condicionado-janela-manual-consul-7500-btus-quentefrio-220v-monofasico-ccs07ebbna_Fot2319_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2319/ar-condicionado-janela-manual-consul-7500-btus-quentefrio-220v-monofasico-ccs07ebbna_Fot2319_2_Full.jpg;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
2319;ar-condicionado-janela-manual-consul-7500-btus-quentefrio-220v-monofasico-ccs07ebbna.html;Ar Condicionado Janela Manual Consul 7500 Btus Quente/frio 220V Monofasico CCS07EBBNA;Ar Condicionado Janela Manual Consul 7500 Btus Quente/frio 220V Monofasico CCS07EBBNA;;O ar condicionado de janela Consul proporciona um ambiente agradável para sua casa com benefícios para deixar o ar limpo e fresco. Suas aletas espirais proporcionam a distribuição de ar por todo o ambiente. O ar fica mais limpo com o filtro de proteção ativa Consul. Silencioso e eficiente, o ar de janela Consul tem selo Procel com classificação energética A.;O ar Condicionado de janela Consul proporciona um ambiente agradável e você encontra ele na CentralAr.com por um preço imbatível.;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2319/ar-condicionado-janela-manual-consul-7500-btus-quentefrio-220v-monofasico-ccs07ebbna_Fot2319_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2319/ar-condicionado-janela-manual-consul-7500-btus-quentefrio-220v-monofasico-ccs07ebbna_Fot2319_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2319/ar-condicionado-janela-manual-consul-7500-btus-quentefrio-220v-monofasico-ccs07ebbna_Fot2319_2_Full.jpg;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
2321;ar-condicionado-janela-manual-consul-10000-btus-frio-220v-monofasico-ccb10ebbna.html;Ar Condicionado Janela Manual Consul 10000 Btus Frio 220V Monofasico CCB10EBBNA;Ar Condicionado Janela Manual Consul 10000 Btus Frio 220V Monofasico CCB10EBBNA;;O ar condicionado de janela Consul proporciona um ambiente agradável para sua casa com benefícios para deixar o ar limpo e fresco. Suas aletas espirais proporcionam a distribuição de ar por todo o ambiente. O ar fica mais limpo com o filtro de proteção ativa Consul. Silencioso e eficiente, o ar de janela Consul tem selo Procel com classificação energética A.;O ar Condicionado de janela Consul proporciona um ambiente agradável e você encontra ele na CentralAr.com por um preço imbatível.;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2321/ar-condicionado-janela-manual-consul-10000-btus-frio-220v-monofasico-ccb10ebbna_Fot2321_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2321/ar-condicionado-janela-manual-consul-10000-btus-frio-220v-monofasico-ccb10ebbna_Fot2321_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2321/ar-condicionado-janela-manual-consul-10000-btus-frio-220v-monofasico-ccb10ebbna_Fot2321_2_Full.jpg;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
2321;ar-condicionado-janela-manual-consul-10000-btus-frio-220v-monofasico-ccb10ebbna.html;Ar Condicionado Janela Manual Consul 10000 Btus Frio 220V Monofasico CCB10EBBNA;Ar Condicionado Janela Manual Consul 10000 Btus Frio 220V Monofasico CCB10EBBNA;;O ar condicionado de janela Consul proporciona um ambiente agradável para sua casa com benefícios para deixar o ar limpo e fresco. Suas aletas espirais proporcionam a distribuição de ar por todo o ambiente. O ar fica mais limpo com o filtro de proteção ativa Consul. Silencioso e eficiente, o ar de janela Consul tem selo Procel com classificação energética A.;O ar Condicionado de janela Consul proporciona um ambiente agradável e você encontra ele na CentralAr.com por um preço imbatível.;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2321/ar-condicionado-janela-manual-consul-10000-btus-frio-220v-monofasico-ccb10ebbna_Fot2321_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2321/ar-condicionado-janela-manual-consul-10000-btus-frio-220v-monofasico-ccb10ebbna_Fot2321_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2321/ar-condicionado-janela-manual-consul-10000-btus-frio-220v-monofasico-ccb10ebbna_Fot2321_2_Full.jpg;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
2326;ar-condicionado-split-hw-inverter-springer-midea-33000-btus-quentefrio-220v-monofasico-42mbqa33m5.html;Ar Condicionado Split Hw Inverter Springer Midea 33000 Btus Quente/frio 220V Monofasico 42MBQA33M5;Ar Condicionado Split Hw Inverter Springer Midea 33000 Btus Quente/frio 220V Monofasico 42MBQA33M5;Cond Horizontal 1 ventilador;O ar split Springer Midea Inverter é potente e distribui o ar por todo o ambiente com rapidez. Ele tem tecnologia inverter que gera economia de até 60% em modo normal ou até 74% na função Eco Noite. O ar split deixa sua casa protegida com o sistema de filtragem AR+PURO HD ION que elimina até 99,9% dos vírus e bactérias. Seu fluído refrigerante não inflamável e atóxico não agride a camada de Ozônio. O split Springer Midea tem selo Procel e classificação A de energia.;O ar split Springer Midea Inverter é potente e distribui o ar por todo o ambiente com rapidez. Confira sua melhor oferta na CentralAr.com;https://cdn2.centralar.com.br/centralar/mds/produtos/springer-midea/inverter/2326/ar-condicionado-split-hw-inverter-springer-midea-33000-btus-quentefrio-220v-monofasico-42mbqa33m5_Fot2326_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/springer-midea/inverter/2326/ar-condicionado-split-hw-inverter-springer-midea-33000-btus-quentefrio-220v-monofasico-42mbqa33m5_Fot2326_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/springer-midea/inverter/2326/ar-condicionado-split-hw-inverter-springer-midea-33000-btus-quentefrio-220v-monofasico-42mbqa33m5_Fot2326_2_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/springer-midea/inverter/2326/ar-condicionado-split-hw-inverter-springer-midea-33000-btus-quentefrio-220v-monofasico-42mbqa33m5_Fot2326_3_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/springer-midea/inverter/2326/ar-condicionado-split-hw-inverter-springer-midea-33000-btus-quentefrio-220v-monofasico-42mbqa33m5_Fot2326_4_Full.jpg;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
2326;ar-condicionado-split-hw-inverter-springer-midea-33000-btus-quentefrio-220v-monofasico-42mbqa33m5.html;Ar Condicionado Split Hw Inverter Springer Midea 33000 Btus Quente/frio 220V Monofasico 42MBQA33M5;Ar Condicionado Split Hw Inverter Springer Midea 33000 Btus Quente/frio 220V Monofasico 42MBQA33M5;Cond Horizontal 1 ventilador;O ar split Springer Midea Inverter é potente e distribui o ar por todo o ambiente com rapidez. Ele tem tecnologia inverter que gera economia de até 60% em modo normal ou até 74% na função Eco Noite. O ar split deixa sua casa protegida com o sistema de filtragem AR+PURO HD ION que elimina até 99,9% dos vírus e bactérias. Seu fluído refrigerante não inflamável e atóxico não agride a camada de Ozônio. O split Springer Midea tem selo Procel e classificação A de energia.;O ar split Springer Midea Inverter é potente e distribui o ar por todo o ambiente com rapidez. Confira sua melhor oferta na CentralAr.com;https://cdn2.centralar.com.br/centralar/mds/produtos/springer-midea/inverter/2326/ar-condicionado-split-hw-inverter-springer-midea-33000-btus-quentefrio-220v-monofasico-42mbqa33m5_Fot2326_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/springer-midea/inverter/2326/ar-condicionado-split-hw-inverter-springer-midea-33000-btus-quentefrio-220v-monofasico-42mbqa33m5_Fot2326_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/springer-midea/inverter/2326/ar-condicionado-split-hw-inverter-springer-midea-33000-btus-quentefrio-220v-monofasico-42mbqa33m5_Fot2326_2_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/springer-midea/inverter/2326/ar-condicionado-split-hw-inverter-springer-midea-33000-btus-quentefrio-220v-monofasico-42mbqa33m5_Fot2326_3_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/springer-midea/inverter/2326/ar-condicionado-split-hw-inverter-springer-midea-33000-btus-quentefrio-220v-monofasico-42mbqa33m5_Fot2326_4_Full.jpg;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
2330;ar-condicionado-janela-eletronico-consul-10000-btus-frio-220v-monofasico-ccn10ebbna.html;Ar Condicionado Janela Eletronico Consul 10000 Btus Frio 220V Monofasico CCN10EBBNA;Ar Condicionado Janela Eletronico Consul 10000 Btus Frio 220V Monofasico CCN10EBBNA;;O ar condicionado de janela Consul proporciona um ambiente agradável para sua casa com benefícios para deixar o ar limpo e fresco. Suas aletas espirais proporcionam a distribuição de ar por todo o ambiente. O ar fica mais limpo com o filtro de proteção ativa Consul. Silencioso e eficiente, o ar de janela Consul tem selo Procel com classificação energética A.;O ar Condicionado de janela Consul proporciona um ambiente agradável e você encontra ele na CentralAr.com por um preço imbatível.;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2330/ar-condicionado-janela-eletronico-consul-10000-btus-frio-220v-monofasico-ccn10ebbna_Fot2330_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2330/ar-condicionado-janela-eletronico-consul-10000-btus-frio-220v-monofasico-ccn10ebbna_Fot2330_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2330/ar-condicionado-janela-eletronico-consul-10000-btus-frio-220v-monofasico-ccn10ebbna_Fot2330_2_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2330/ar-condicionado-janela-eletronico-consul-10000-btus-frio-220v-monofasico-ccn10ebbna_Fot2330_3_Full.jpg;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
2330;ar-condicionado-janela-eletronico-consul-10000-btus-frio-220v-monofasico-ccn10ebbna.html;Ar Condicionado Janela Eletronico Consul 10000 Btus Frio 220V Monofasico CCN10EBBNA;Ar Condicionado Janela Eletronico Consul 10000 Btus Frio 220V Monofasico CCN10EBBNA;;O ar condicionado de janela Consul proporciona um ambiente agradável para sua casa com benefícios para deixar o ar limpo e fresco. Suas aletas espirais proporcionam a distribuição de ar por todo o ambiente. O ar fica mais limpo com o filtro de proteção ativa Consul. Silencioso e eficiente, o ar de janela Consul tem selo Procel com classificação energética A.;O ar Condicionado de janela Consul proporciona um ambiente agradável e você encontra ele na CentralAr.com por um preço imbatível.;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2330/ar-condicionado-janela-eletronico-consul-10000-btus-frio-220v-monofasico-ccn10ebbna_Fot2330_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2330/ar-condicionado-janela-eletronico-consul-10000-btus-frio-220v-monofasico-ccn10ebbna_Fot2330_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2330/ar-condicionado-janela-eletronico-consul-10000-btus-frio-220v-monofasico-ccn10ebbna_Fot2330_2_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2330/ar-condicionado-janela-eletronico-consul-10000-btus-frio-220v-monofasico-ccn10ebbna_Fot2330_3_Full.jpg;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
2331;ar-condicionado-janela-manual-consul-12000-btus-frio-220v-monofasico-ccb12ebbna.html;Ar Condicionado Janela Manual Consul 12000 Btus Frio 220V Monofasico CCB12EBBNA;Ar Condicionado Janela Manual Consul 12000 Btus Frio 220V Monofasico CCB12EBBNA;;O ar condicionado de janela Consul proporciona um ambiente agradável para sua casa com benefícios para deixar o ar limpo e fresco. Suas aletas espirais proporcionam a distribuição de ar por todo o ambiente. O ar fica mais limpo com o filtro de proteção ativa Consul. Silencioso e eficiente, o ar de janela Consul tem selo Procel com classificação energética B.;O ar Condicionado de janela Consul proporciona um ambiente agradável e você encontra ele na CentralAr.com por um preço imbatível.;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2331/ar-condicionado-janela-manual-consul-12000-btus-frio-220v-monofasico-ccb12ebbna_Fot2331_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2331/ar-condicionado-janela-manual-consul-12000-btus-frio-220v-monofasico-ccb12ebbna_Fot2331_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2331/ar-condicionado-janela-manual-consul-12000-btus-frio-220v-monofasico-ccb12ebbna_Fot2331_2_Full.jpg;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
2331;ar-condicionado-janela-manual-consul-12000-btus-frio-220v-monofasico-ccb12ebbna.html;Ar Condicionado Janela Manual Consul 12000 Btus Frio 220V Monofasico CCB12EBBNA;Ar Condicionado Janela Manual Consul 12000 Btus Frio 220V Monofasico CCB12EBBNA;;O ar condicionado de janela Consul proporciona um ambiente agradável para sua casa com benefícios para deixar o ar limpo e fresco. Suas aletas espirais proporcionam a distribuição de ar por todo o ambiente. O ar fica mais limpo com o filtro de proteção ativa Consul. Silencioso e eficiente, o ar de janela Consul tem selo Procel com classificação energética B.;O ar Condicionado de janela Consul proporciona um ambiente agradável e você encontra ele na CentralAr.com por um preço imbatível.;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2331/ar-condicionado-janela-manual-consul-12000-btus-frio-220v-monofasico-ccb12ebbna_Fot2331_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2331/ar-condicionado-janela-manual-consul-12000-btus-frio-220v-monofasico-ccb12ebbna_Fot2331_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2331/ar-condicionado-janela-manual-consul-12000-btus-frio-220v-monofasico-ccb12ebbna_Fot2331_2_Full.jpg;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
2332;ar-condicionado-janela-manual-consul-18000-btus-frio-220v-monofasico-cci18ebbna.html;Ar Condicionado Janela Manual Consul 18000 Btus Frio 220V Monofasico CCI18EBBNA;Ar Condicionado Janela Manual Consul 18000 Btus Frio 220V Monofasico CCI18EBBNA;;O ar condicionado de janela Consul proporciona um ambiente agradável para sua casa com benefícios para deixar o ar limpo e fresco. Suas aletas espirais proporcionam a distribuição de ar por todo o ambiente. O ar fica mais limpo com o filtro de proteção ativa Consul. Silencioso e eficiente, o ar de janela Consul tem selo Procel com classificação energética A.;O ar Condicionado de janela Consul proporciona um ambiente agradável e você encontra ele na CentralAr.com por um preço imbatível.;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2332/ar-condicionado-janela-manual-consul-18000-btus-frio-220v-monofasico-cci18ebbna_Fot2332_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2332/ar-condicionado-janela-manual-consul-18000-btus-frio-220v-monofasico-cci18ebbna_Fot2332_1_Full.jpg;;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
2332;ar-condicionado-janela-manual-consul-18000-btus-frio-220v-monofasico-cci18ebbna.html;Ar Condicionado Janela Manual Consul 18000 Btus Frio 220V Monofasico CCI18EBBNA;Ar Condicionado Janela Manual Consul 18000 Btus Frio 220V Monofasico CCI18EBBNA;;O ar condicionado de janela Consul proporciona um ambiente agradável para sua casa com benefícios para deixar o ar limpo e fresco. Suas aletas espirais proporcionam a distribuição de ar por todo o ambiente. O ar fica mais limpo com o filtro de proteção ativa Consul. Silencioso e eficiente, o ar de janela Consul tem selo Procel com classificação energética A.;O ar Condicionado de janela Consul proporciona um ambiente agradável e você encontra ele na CentralAr.com por um preço imbatível.;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2332/ar-condicionado-janela-manual-consul-18000-btus-frio-220v-monofasico-cci18ebbna_Fot2332_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/consul/janela/2332/ar-condicionado-janela-manual-consul-18000-btus-frio-220v-monofasico-cci18ebbna_Fot2332_1_Full.jpg;;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
2334;ar-condicionado-split-hw-onoff-eco-garden-gree-30000-btus-quentefrio-220v-monofasico-gwh30qe-d3nnb4b.html;Ar Condicionado Split Hw On/Off  Eco Garden Gree 30000 Btus Quente/frio 220V Monofasico GWH30QE-D3NNB4B;Ar Condicionado Split Hw On/Off  Eco Garden Gree 30000 Btus Quente/frio 220V Monofasico GWH30QE-D3NNB4B;Cond Horizontal 1 ventilador;O ar condicionado Split Eco Garden Gree possui perfeita combinação de design e economia de energia, possibilitando climatização e conforto para o seu ambiente. Ideal para pequenos e médios ambientes. Possui gás ecológico R-410A que não agride o meio ambiente. Possui também diferenciais como: Controle remoto sem fio, com display digital, facilitando a visualização e seleção de todas as funções do aparelho como: Sleep (Modo Sono), Timer, Auto Diagnóstico, Reinício Automático, Design Compacto, Serpentina de Cobre, Baixo Nível de Ruído entre outras. Tubos de cobre com proteção Blue Fin que garantem mais resistências e durabilidade aos produtos.;O seu ar condicionado split Gree com o melhor preço do mercado está aqui na CentralAr.com, confira!;https://cdn2.centralar.com.br/centralar/mds/produtos/gree/split/2334/ar-condicionado-split-hw-onoff-eco-garden-gree-30000-btus-quentefrio-220v-monofasico-gwh30qe-d3nnb4b_Fot2334_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/gree/split/2334/ar-condicionado-split-hw-onoff-eco-garden-gree-30000-btus-quentefrio-220v-monofasico-gwh30qe-d3nnb4b_Fot2334_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/gree/split/2334/ar-condicionado-split-hw-onoff-eco-garden-gree-30000-btus-quentefrio-220v-monofasico-gwh30qe-d3nnb4b_Fot2334_2_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/gree/split/2334/ar-condicionado-split-hw-onoff-eco-garden-gree-30000-btus-quentefrio-220v-monofasico-gwh30qe-d3nnb4b_Fot2334_3_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/gree/split/2334/ar-condicionado-split-hw-onoff-eco-garden-gree-30000-btus-quentefrio-220v-monofasico-gwh30qe-d3nnb4b_Fot2334_4_Full.jpg;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
2334;ar-condicionado-split-hw-onoff-eco-garden-gree-30000-btus-quentefrio-220v-monofasico-gwh30qe-d3nnb4b.html;Ar Condicionado Split Hw On/Off  Eco Garden Gree 30000 Btus Quente/frio 220V Monofasico GWH30QE-D3NNB4B;Ar Condicionado Split Hw On/Off  Eco Garden Gree 30000 Btus Quente/frio 220V Monofasico GWH30QE-D3NNB4B;Cond Horizontal 1 ventilador;O ar condicionado Split Eco Garden Gree possui perfeita combinação de design e economia de energia, possibilitando climatização e conforto para o seu ambiente. Ideal para pequenos e médios ambientes. Possui gás ecológico R-410A que não agride o meio ambiente. Possui também diferenciais como: Controle remoto sem fio, com display digital, facilitando a visualização e seleção de todas as funções do aparelho como: Sleep (Modo Sono), Timer, Auto Diagnóstico, Reinício Automático, Design Compacto, Serpentina de Cobre, Baixo Nível de Ruído entre outras. Tubos de cobre com proteção Blue Fin que garantem mais resistências e durabilidade aos produtos.;O seu ar condicionado split Gree com o melhor preço do mercado está aqui na CentralAr.com, confira!;https://cdn2.centralar.com.br/centralar/mds/produtos/gree/split/2334/ar-condicionado-split-hw-onoff-eco-garden-gree-30000-btus-quentefrio-220v-monofasico-gwh30qe-d3nnb4b_Fot2334_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/gree/split/2334/ar-condicionado-split-hw-onoff-eco-garden-gree-30000-btus-quentefrio-220v-monofasico-gwh30qe-d3nnb4b_Fot2334_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/gree/split/2334/ar-condicionado-split-hw-onoff-eco-garden-gree-30000-btus-quentefrio-220v-monofasico-gwh30qe-d3nnb4b_Fot2334_2_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/gree/split/2334/ar-condicionado-split-hw-onoff-eco-garden-gree-30000-btus-quentefrio-220v-monofasico-gwh30qe-d3nnb4b_Fot2334_3_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/gree/split/2334/ar-condicionado-split-hw-onoff-eco-garden-gree-30000-btus-quentefrio-220v-monofasico-gwh30qe-d3nnb4b_Fot2334_4_Full.jpg;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
